tweet_id,SourceDataBase,OS,Tweet-Class_category-Code,Tweet_source,Tweeted-By,retweet_count,Tweet,Country,class
pos-MG-14789,Oracle12c,Windows,99,S5,P17874,0,"@deragonflyz ooh, now I really am blushing .. thank you ",Canada,0
pos-MG-14790,Oracle12c,Windows,99,S5,P17875,0,@jamieandlouise fingers crossed its under the ten for you ,Canada,0
pos-MG-14791,Oracle12c,Windows,99,S5,P17876,0,@spbloom The question is what stuff you don't like to do can you sacrifice for stuff you really like to do? ,Canada,0
pos-MG-14792,Oracle12c,Windows,99,S5,P17877,0,beeen a lazzzzybum with a cuppa and waking up in vegas playing  weathers niceeeeeeeee,Canada,0
pos-MG-14793,Oracle12c,Windows,99,S5,P17878,0,(@Chantel2580) i think i make a very interesting instrument..... Note to self: I've just gotta tune a bit ,Canada,0
pos-MG-14794,Oracle12c,Windows,99,S5,P17879,0,Audition-day! http://bit.ly/jpFoL ,Canada,0
pos-MG-14795,Oracle12c,Windows,99,S5,P17880,0,Lost about $30 tonight on the tables.  The focus wasn't there.  One of these days I'll learn playing and studying don't mix ,Canada,0
pos-MG-14796,Oracle12c,Windows,99,S5,P17881,0,I had a better day than you ,Canada,0
pos-MG-14797,Oracle12c,Windows,99,S5,P17882,0,My mom is awesome for bringing me some Pocky ,Canada,0
pos-MG-14798,Oracle12c,Windows,99,S5,P17883,0,"@lararatnaraja Good call on the Stations. Could do it @ Lent, we could have some guys doing flagellation though that might put people off ",Canada,0
pos-MG-14799,Oracle12c,Windows,99,S5,P17884,0,"TG ticketing office, Few cutie ground ofiicers ",Canada,0
pos-MG-14800,Oracle12c,Windows,99,S5,P17885,0,Playing &quot;Spot The Helix&quot; is fun. ,Canada,0
pos-MG-14801,Oracle12c,Windows,99,S5,P17886,0,hahaha just read taylor swifts blog  im nocturnal too ,Canada,0
pos-MG-14802,Oracle12c,Windows,99,S5,P17887,0,@westonbuck You're so good to me! ,Canada,0
pos-MG-14803,Oracle12c,Windows,99,S5,P17888,0,Thank you @A_PreciousJewel   You are an amazing go-giver... i wish you all the best today &amp; always! ,Canada,0
pos-MG-14804,Oracle12c,Windows,99,S5,P17889,0,@malusbrutus Even though im a DMB fan you still have me! though i probably dont like you as much as i used to Justin ,Canada,0
pos-MG-14805,Oracle12c,Windows,99,S5,P17890,0,"@piginthepoke Good morning, no I was tucked up in bed last night. A late night for you then. ",Canada,0
pos-MG-14806,Oracle12c,Windows,99,S5,P17891,0,whoohoo.. i was on the front page of buzznet. ,Canada,0
pos-MG-14807,Oracle12c,Windows,99,S5,P17892,0,"Just grabbed a bacon, egg and sausage roll  yum",Canada,0
pos-MG-14808,Oracle12c,Windows,99,S5,P17893,0,"hey guys im trying to get a group together for highlands tomorrow, i have put an event on facebook so let me know.  or txt me. ",Canada,0
pos-MG-14809,Oracle12c,Windows,99,S5,P17894,0,Happy birthday Nicoke!  love youuuu,Canada,0
pos-MG-14810,Oracle12c,Windows,99,S5,P17895,0,@bwagy great to meet and chat in the real world ,Canada,0
pos-MG-14811,Oracle12c,Windows,99,S5,P17896,0,"Need to send emails to 100,000  contacts? Check out EmailUnlimited on http://www.4officeautomation.com ",Canada,0
pos-MG-14812,Oracle12c,Windows,99,S5,P17897,0, in a good mood,Canada,0
pos-MG-14813,Oracle12c,Windows,99,S5,P17898,0,"@stacykinney  Stacy, that was So very Awesome Thank you so much! ",Canada,0
pos-MG-14814,Oracle12c,Windows,99,S5,P17899,0,@SLT23C Sometime throughout my life.  (via @bryancheung),Canada,0
pos-MG-14815,Oracle12c,Windows,99,S5,P17900,0,@MissxMarisa You are! What? You wanna switch?? Any time girly! ,Canada,0
pos-MG-14816,Oracle12c,Windows,99,S5,P17901,0,"@JV3307 OMG. The movie was amazing, but I totally cried; it's like...DEEP. Lol, definitely worth it. Are you seeing it in 3D?! ",Canada,0
pos-MG-14817,Oracle12c,Windows,99,S5,P17902,0,@danlawson Lol. I needed my time-turner last night. I now know what Hermione feels. ,Canada,0
pos-MG-14818,Oracle12c,Windows,99,S5,P17903,0,going to bed... this time its for real! ,Canada,0
pos-MG-14819,Oracle12c,Windows,99,S5,P17904,0,"@taylorswift13 read it  I can relate to being up at crazy hours, haha I'll watch u on the today show &amp;can't wait to see u in concert 8/9!",Canada,0
pos-MG-14820,Oracle12c,Windows,99,S5,P17905,0,@FengShuiAvatar : I highly recommends you join www.m2e.asia You can earn money from free shareholder by dividends. Even you do NOTHING! ,Canada,0
pos-MG-14821,Oracle12c,Windows,99,S5,P17906,0,is happy training is going to be over soon. I can return to my more normal routine ,Canada,0
pos-MG-14822,Oracle12c,Windows,99,S5,P17907,0,"HOW TO: Share Voice Notes via Twitter, Facebook, and Blogs: http://tr.im/mLne Hit me back with a phonevite message ",Canada,0
pos-MG-14823,Oracle12c,Windows,99,S5,P17908,0,@carole29 morning ,Canada,0
pos-MG-14824,Oracle12c,Windows,99,S5,P17909,0,@jenbishopsydney  hehe we just asked each other the same thing ,Canada,0
pos-MG-14825,Oracle12c,Windows,99,S5,P17910,0,I didn't know they're still awake! ,Canada,0
pos-MG-14826,Oracle12c,Windows,99,S5,P17911,0,In case you ain't seen the new Dr. Pepper/Dr. Dre commercial...Here it is ,Canada,0
pos-MG-14827,Oracle12c,Windows,99,S5,P17912,0,i'll be serious now! ,Canada,0
pos-MG-14828,Oracle12c,Windows,99,S5,P17913,0,"@Wordlotto Guten tag, wie geht es ihnen! - lol Iche sprek Inbition German! # is a tag to track or go to chatroom - Is that the question? ",Canada,0
pos-MG-14829,Oracle12c,Windows,99,S5,P17914,0,"Done with the math test. it went well, alhamdulillah! load me some prayers, just in case  http://myloc.me/1XS5",Canada,0
pos-MG-14830,Oracle12c,Windows,99,S5,P17915,0,"@ddlovato I disagree with @earthtoandrew! Shoot the video in Miami, Florida! And you can vacation here while you're at it. ",Canada,0
pos-MG-14831,Oracle12c,Windows,99,S5,P17916,0,@SLT23C Sometime throughout my life.  (via @bryancheung),Canada,0
pos-MG-14832,Oracle12c,Windows,99,S5,P17917,0,"follow fridays are done and dusted by half 8, the sign of a productive day ahead? i'm off for some breakfast ",Canada,0
pos-MG-14833,Oracle12c,Windows,99,S5,P17918,0,@_enzo That's awesome ,Canada,0
pos-MG-14834,Oracle12c,Windows,99,S5,P17919,0,@asdavis10 lmao sorry  I am so freakin sleepy and I'm still kicking ass,Canada,0
pos-MG-14835,Oracle12c,Windows,99,S5,P17920,0,Maybe the weather guys were right this year's summer may just be the best. VIVA PIMMS! ,Canada,0
pos-MG-14836,Oracle12c,Windows,99,S5,P17921,0,"@FusionPhilly wow, you're up late--and all for the sake of tomorrow's boot camp?! ",Canada,0
pos-MG-14837,Oracle12c,Windows,99,S5,P17922,0,"@LiLi214 Yeah, thats why I hit the IGNORE button!!! I dont even be feelin that!! ",Canada,0
pos-MG-14838,Oracle12c,Windows,99,S5,P17923,0,my second #FollowFriday #followfriday submission  @leedman @zoriah @chasejarvis,Canada,0
pos-MG-14839,Oracle12c,Windows,99,S5,P17924,0,is going to enjoy breakfast outside at the beautiful countryside of Kustavi ,Canada,0
pos-MG-14840,Oracle12c,Windows,99,S5,P17925,0,@MaraSpires that's Awesome  ! I'll be sure to check it out. Do you have anymore vids?,Canada,0
pos-MG-14841,Oracle12c,Windows,99,S5,P17926,0,@Cory_A goodnight cory  ,Canada,0
pos-MG-14842,Oracle12c,Windows,99,S5,P17927,0,Running on 3 hours of sleep at 2:30 in the morning. Tired. Night ATTs! (@snehaVP @Dazzleme18 @LstInTheSeeThru) Talk to yall later! *Hugs* ,Canada,0
pos-MG-14843,Oracle12c,Windows,99,S5,P17928,0,@action_coaching : I highly recommends you join www.m2e.asia You can earn money from free shareholder by dividends. Even you do NOTHING! ,Canada,0
pos-MG-14844,Oracle12c,Windows,99,S5,P17929,0,"@AyakaPalms That's good, enjoy your summer vacation.  I'm doing well, thanks...take care! ",Canada,0
pos-MG-14845,Oracle12c,Windows,99,S5,P17930,0,"Good morning everyone. Looks like a great day, it's warm and sunny and I'm looking at pics of the new apartment right now. ",Canada,0
pos-MG-14846,Oracle12c,Windows,99,S5,P17931,0,Hm.. I think I need vacations... Next week only school this will be nice  No work then http://yfrog.com/e1e71j,Canada,0
pos-MG-14847,Oracle12c,Windows,99,S5,P17932,0,@jefflyndon that will last until the next version of iTunes comes out ,Canada,0
pos-MG-14848,Oracle12c,Windows,99,S5,P17933,0,@ScottATaylor Good bro...gonna hit the hay.  Let me know when you need help launching that book ,Canada,0
pos-MG-14849,Oracle12c,Windows,99,S5,P17934,0,@Claudi82 guckst du hier interview : http://bit.ly/12o9fO  Name ist: &quot;This is us&quot;!!! ,Canada,0
pos-MG-14850,Oracle12c,Windows,99,S5,P17935,0,@LithiumRox you could always just tell your mom you met friends from school who have cells from their hometowns. ,Canada,0
pos-MG-14851,Oracle12c,Windows,99,S5,P17936,0,"@marquee_man ha, ha... at least I know enough about the flick to understand the humor in your tweet  #2001",Canada,0
pos-MG-14852,Oracle12c,Windows,99,S5,P17937,0,Lesbian Fivesome.Not that there's anything wrong with that  http://bit.ly/1a3Zvi,Canada,0
pos-MG-14853,Oracle12c,Windows,99,S5,P17938,0,@Sheng07 i just saw your request on myspace! I added you! ,Canada,0
pos-MG-14854,Oracle12c,Windows,99,S5,P17939,0,Off to Staffordshire today. Plus revision. And @natalidelconte is now a Facebook friend of mine ,Canada,0
pos-MG-14855,Oracle12c,Windows,99,S5,P17940,0,"@KailuaTan I'm out all the time, just work odd hours  Thank you for your concern. #tcot",Canada,0
pos-MG-14856,Oracle12c,Windows,99,S5,P17941,0,@JoelMadden what about your GC Family. you have your fans too ,Canada,0
pos-MG-14857,Oracle12c,Windows,99,S5,P17942,0,@rosiewong i wish!  just checked the weather and it's only around 70.  enjoy your weekend. ,Canada,0
pos-MG-14858,Oracle12c,Windows,99,S5,P17943,0,@rappingyogi It's ok to be crazy ! Don't worry ,Canada,0
pos-MG-14859,Oracle12c,Windows,99,S5,P17944,0,patience is a virtue ,Canada,0
pos-MG-14860,Oracle12c,Windows,99,S5,P17945,0,@madforart *big hug back from the Philippines!*  ,Canada,0
pos-MG-14861,Oracle12c,Windows,99,S5,P17946,0,"@thedailysurvey can i vote? i'm voting for COME BACK TO ME, NO BOUNDARIES, and KNOW YOUR ENEMY! thank you. ",Canada,0
pos-MG-14862,Oracle12c,Windows,99,S5,P17947,0,diggin on some iron &amp; wine ... their version of &quot;such great heights&quot; is chilling-ly good ,Canada,0
pos-MG-14863,Oracle12c,Windows,99,S5,P17948,0,"Big plans for the new website, really looking forward to this ",Canada,0
pos-MG-14864,Oracle12c,Windows,99,S5,P17949,0,"@Bass_ Oh Bass you clever dawg, hang em all. Morning ",Canada,0
pos-MG-14865,Oracle12c,Windows,99,S5,P17950,0,"@SaraJChipps Aaaaaa, suddenly it's soooo obvious. But I do have a good reason for not knowing, I'm Swedish. ",Canada,0
pos-MG-14866,Oracle12c,Windows,99,S5,P17951,0,listens to Hilary Duff - Jericho. old song but still VERY GOOD! ,Canada,0
pos-MG-14867,Oracle12c,Windows,99,S5,P17952,0,Not long now until the white party!! I've had 4 hours sleep since wednesday  big ones tonight and tomorrow night ,Canada,0
pos-MG-14868,Oracle12c,Windows,99,S5,P17953,0,My troat hurts fing a i miss myra wtf man wtf go shazam ,Canada,0
pos-MG-14869,Oracle12c,Windows,99,S5,P17954,0,"@RyanSeacrest Lambert fans in the Bee audience, maybe.. but none of the others. ",Canada,0
pos-MG-14870,Oracle12c,Windows,99,S5,P17955,0,@lkoutzas I guess we are on the same train ,Canada,0
pos-MG-14871,Oracle12c,Windows,99,S5,P17956,0,"@chrisb803 With your real name, probably!    Hope you don't have to deal with to many of them.",Canada,0
pos-MG-14872,Oracle12c,Windows,99,S5,P17957,0,@AlohaBruce No problemo.  Hope it all works out for you.  ,Canada,0
pos-MG-14873,Oracle12c,Windows,99,S5,P17958,0,"@Jaysar hi  i'm very well, thank u. Baking something again right now.",Canada,0
pos-MG-14874,Oracle12c,Windows,99,S5,P17959,0,@asherroth me too there's definitely something else out there... &quot;weird scifi music in the background&quot; ,Canada,0
pos-MG-14875,Oracle12c,Windows,99,S5,P17960,0,@taylorswift13 haha I love how you're nocturnal and how weird things like light censors amuse you ,Canada,0
pos-MG-14876,Oracle12c,Windows,99,S5,P17961,0,going to the beach   ,Canada,0
pos-MG-14877,Oracle12c,Windows,99,S5,P17962,0,@jnation83 meeeee tooooo! Hope yoga will help tomorrow. ,Canada,0
pos-MG-14878,Oracle12c,Windows,99,S5,P17963,0,Great time tonight @ Buddha Tao. If u haven't made it out there yet. Come! I think I put on a great show! ,Canada,0
pos-MG-14879,Oracle12c,Windows,99,S5,P17964,0,I just got a random message from punit ! I haven't talked to that nig gurrrr in foreverrrr !  lol,Canada,0
pos-MG-14880,Oracle12c,Windows,99,S5,P17965,0,Going to fall asleep to Little Bear ,Canada,0
pos-MG-14881,Oracle12c,Windows,99,S5,P17966,0,trying out @aravindavk's http://bit.ly/chelvi php framework. looks cool ,Canada,0
pos-MG-14882,Oracle12c,Windows,99,S5,P17967,0,81. - todayilived:  http://tumblr.com/xuw1wb0uv,Canada,0
pos-MG-14883,Oracle12c,Windows,99,S5,P17968,0,"Yay!  Set on my gift for david. &lt;3 well, just the idea of it. haha.",Canada,0
pos-MG-14884,Oracle12c,Windows,99,S5,P17969,0,Goodnight everyone ,Canada,0
pos-MG-14885,Oracle12c,Windows,99,S5,P17970,0,@netvalue No problem and thanks for letting me know! You were missed and we look forward to seeing you at the next event ,Canada,0
pos-MG-14886,Oracle12c,Windows,99,S5,P17971,0,@christophermoy yummy  Great seeing you earlier today btw &lt;333 you are the COOLEST kid ever,Canada,0
pos-MG-14887,Oracle12c,Windows,99,S5,P17972,0,@flawnt Bitte? (I don't speak it.)    But I got that last part.  You're welcome!,Canada,0
pos-MG-14888,Oracle12c,Windows,99,S5,P17973,0,http://twitpic.com/665sn - I Think @JunglePussy Had The bess pic In Sway Lass monday ,Canada,0
pos-MG-14889,Oracle12c,Windows,99,S5,P17974,0,@WoWInsider nope. First 60 was my druid. First to 80 was my Warrior ,Canada,0
pos-MG-14890,Oracle12c,Windows,99,S5,P17975,0,"Looking forward to today and the weekend, its really sunny and I am in a fabarooni mood ",Canada,0
pos-MG-14891,Oracle12c,Windows,99,S5,P17976,0,is soo happy! can't stop thinkin about it ,Canada,0
pos-MG-14892,Oracle12c,Windows,99,S5,P17977,0,@batsam I miss you! Hope your gig went well  am at work til 3am your time,Canada,0
pos-MG-14893,Oracle12c,Windows,99,S5,P17978,0,Playing ps3 and suffering from a massive headache... ,Canada,0
pos-MG-14894,Oracle12c,Windows,99,S5,P17979,0,@IrinaDewi yeah...it gave me the creeps *shuddered*  xx,Canada,0
pos-MG-14895,Oracle12c,Windows,99,S5,P17980,0,Done for the night. Goooodnight tweeter! See you all tomorrow ,Canada,0
pos-MG-14896,Oracle12c,Windows,99,S5,P17981,0,@govertschilling ,Canada,0
pos-MG-14897,Oracle12c,Windows,99,S5,P17982,0,"Starting journey to San Francisco to visit #javaone .  I start feeling excited right now ... SFO, I'm coming ",Canada,0
pos-MG-14898,Oracle12c,Windows,99,S5,P17983,0,#3breakupwords out of cash! ,Canada,0
pos-MG-14899,Oracle12c,Windows,99,S5,P17984,0,"Images from today's commercial shoot:: http://michellemooreblog.com #cosmetic #dentistry #headshots   Thanks Jenny, Ingo &amp; Meghann!",Canada,0
pos-MG-14900,Oracle12c,Windows,99,S5,P17985,0,@johngrrr iloveyou too!! ,Canada,0
pos-MG-14901,Oracle12c,Windows,99,S5,P17986,0,"A few deep breaths and the hick-ups are gone! AMAZING!!   Ok..with that, I'm out ",Canada,0
pos-MG-14902,Oracle12c,Windows,99,S5,P17987,0,@demise_doll wow! nice avatar!  brings old re0 memories,Canada,0
pos-MG-14903,Oracle12c,Windows,99,S5,P17988,0,@taylorswift13 hey! check this out: http://bit.ly/yjFY0 it's soo cool! ,Canada,0
pos-MG-14904,Oracle12c,Windows,99,S5,P17989,0,Watching Gossip Girl ,Canada,0
pos-MG-14905,Oracle12c,Windows,99,S5,P17990,0,im at school  gotta go off. i lovee you  @xSeniz &lt;333,Canada,0
pos-MG-14906,Oracle12c,Windows,99,S5,P17991,0,@Neen0 I juS Kno U dO ,Canada,0
pos-MG-14907,Oracle12c,Windows,99,S5,P17992,0,How #FollowFriday works on Twitter + resources http://bit.ly/Yi2vA (from my blog) pls rt for new people ,Canada,0
pos-MG-14908,Oracle12c,Windows,99,S5,P17993,0,midnight bowling and tgif with Anthony eurosquad teenah and chhun. ,Canada,0
pos-MG-14909,Oracle12c,Windows,99,S5,P17994,0,Today is going to be a scorcher. Need to get some work done before I head outside ,Canada,0
pos-MG-14910,Oracle12c,Windows,99,S5,P17995,0,PatD - Live in Chicago finally came! Only 6 months late! ,Canada,0
pos-MG-14911,Oracle12c,Windows,99,S5,P17996,0,@brewer righhhhht  Jesus can suck it. Buddha is my hero,Canada,0
pos-MG-14912,Oracle12c,Windows,99,S5,P17997,0,@dayeee Sounds good. ,Canada,0
pos-MG-14913,Oracle12c,Windows,99,S5,P17998,0,@jedmadela so you think adam lambert's version is better? ,Canada,0
pos-MG-14914,Oracle12c,Windows,99,S5,P17999,0,time for a baff.  need to pack urgently going on hols in bout 3 hours havent packed atall  lets get ready to ruuumble!,Canada,0
pos-MG-14915,Oracle12c,Windows,99,S5,P18000,0,@daLoved1 I know right?! I only seen them once but I would love to see them again  guess I have to wait for the next album...lol...,Canada,0
pos-MG-14916,Oracle12c,Windows,99,S5,P18001,0,"@wittylama woot, cool stuff  Hope you get good results!",Canada,0
pos-MG-14917,Oracle12c,Windows,99,S5,P18002,0,@suziezhu   It's cool.  Just giving you a load of crap.  Maybe next time.,Canada,0
pos-MG-14918,Oracle12c,Windows,99,S5,P18003,0,"@lancearmstrong Will you &quot;erupt&quot; uphill today towards the Vesuvio?  Come on, another attack!!!",Canada,0
pos-MG-14919,Oracle12c,Windows,99,S5,P18004,0,"Caitlin's 21st with Charlotte, Jack Daniel's and Champagne! ",Canada,0
pos-MG-14920,Oracle12c,Windows,99,S5,P18005,0,"listening to &quot; Fevers and Mirrors&quot; , while drinking malt liquor and scratching  #lottery tickets ",Canada,0
pos-MG-14921,Oracle12c,Windows,99,S5,P18006,0,"@BuzzEdition Ah, good ol' SF. I love my city. ",Canada,0
pos-MG-14922,Oracle12c,Windows,99,S5,P18007,0,"@gsalvadi Hmm dont worry happens,btw me also sleeping [almost actually]  let the mkt do its job, we will do ours, enjoying life that is ",Canada,0
pos-MG-14923,Oracle12c,Windows,99,S5,P18008,0,Loved to meet Billy Talent last night! ,Canada,0
pos-MG-14924,Oracle12c,Windows,99,S5,P18009,0,@CheMerf Heard your greeting for archiejoepet. ,Canada,0
pos-MG-14925,Oracle12c,Windows,99,S5,P18010,0,@neilcreek I'm about to try them out - have you got some tips ,Canada,0
pos-MG-14926,Oracle12c,Windows,99,S5,P18011,0,just got back from jamies. watching Resident Evil; Extinction. and is super excited for Joshua to come stay the night tomorrow. ,Canada,0
pos-MG-14927,Oracle12c,Windows,99,S5,P18012,0,"@rocketshadow No, I mean *you* make the rocket noises. Didn't you have any vehicle toys as a kid? ",Canada,0
pos-MG-14928,Oracle12c,Windows,99,S5,P18013,0,"me and calyn just uploaded a bunch of new pictures, go look. ",Canada,0
pos-MG-14929,Oracle12c,Windows,99,S5,P18014,0,@FackerMcGee Thanks for the info. ,Canada,0
pos-MG-14930,Oracle12c,Windows,99,S5,P18015,0,@MeloraHardin I just watced the episode of Friends that you guest starred in! Haha! &quot;...talk dirty to me!&quot; ,Canada,0
pos-MG-14931,Oracle12c,Windows,99,S5,P18016,0,http://twitpic.com/665v6 - Lettuce growing up at home ,Canada,0
pos-MG-14932,Oracle12c,Windows,99,S5,P18017,0,@Giellalala your bulsa is in your heart.... that's where your sweet things come from... ,Canada,0
pos-MG-14933,Oracle12c,Windows,99,S5,P18018,0,"I'm still loving the new background  lookin forward 2 the long weekend, hanging with a great crew and taking some time 2 smell the roses!",Canada,0
pos-MG-14934,Oracle12c,Windows,99,S5,P18019,0,"@CodeSucker that does look good, I'll check it out in the morning. Thx for the link ",Canada,0
pos-MG-14935,Oracle12c,Windows,99,S5,P18020,0,"I got new work pants and new work shoes  ahh today was wonderful. Oh, AND I got an A on my calculus test!",Canada,0
pos-MG-14936,Oracle12c,Windows,99,S5,P18021,0,"Leah, I can't go shopping tomorrow, I have $0. Have fun without me ",Canada,0
pos-MG-14937,Oracle12c,Windows,99,S5,P18022,0,early morning in the office...the best time of day to be productive ,Canada,0
pos-MG-14938,Oracle12c,Windows,99,S5,P18023,0,hitting the town toniiiiight ,Canada,0
pos-MG-14939,Oracle12c,Windows,99,S5,P18024,0,Don't ever get bored with WeboWord. Try our puzzles @ http://cli.gs/ej27aL. Hope you like them! ,Canada,0
pos-MG-14940,Oracle12c,Windows,99,S5,P18025,0,"@RubyRose1 Help us get Ellen to Australia Ruby, pls do a #followfriday  xo",Canada,0
pos-MG-14941,Oracle12c,Windows,99,S5,P18026,0,@TaylorEcstasy Moreeeee thann everr ,Canada,0
pos-MG-14942,Oracle12c,Windows,99,S5,P18027,0,Steve Bug charted my 'cantona kung fu' single this month on RA i've just seen which is a nice way to start the day  http://tiny.cc/KmMN2,Canada,0
pos-MG-14943,Oracle12c,Windows,99,S5,P18028,0,@semsy GOOD LUCK!  Face time with Jordan - how awesome would that be?!,Canada,0
pos-MG-14944,Oracle12c,Windows,99,S5,P18029,0,Thanks for all the birthday wishes!!!! ,Canada,0
pos-MG-14945,Oracle12c,Windows,99,S5,P18030,0,"I wanna reach 1,000+ followers today! Help me out  @MissKellyO helped me out already as you can see! Thx Kelly ",Canada,0
pos-MG-14946,Oracle12c,Windows,99,S5,P18031,0,"@aissuperbodoh my mobile was back. i really miss you.  are you online, sista?",Canada,0
pos-MG-14947,Oracle12c,Windows,99,S5,P18032,0,It says at the end of the install: Success!  WordPress has been installed. Were you expecting more steps? Sorry to disappoint. ,Canada,0
pos-MG-14948,Oracle12c,Windows,99,S5,P18033,0,@GreyAreaUK the weekend is nigh ,Canada,0
pos-MG-14949,Oracle12c,Windows,99,S5,P18034,0,@taylorswift13 you betcha!!! ,Canada,0
pos-MG-14950,Oracle12c,Windows,99,S5,P18035,0,@AndyJ did you expect anything less? ,Canada,0
pos-MG-14951,Oracle12c,Windows,99,S5,P18036,0,@Leishkin  I KNOW! I have weird ass dreams all of the time but I think maybe they're worse than usual when I'm sick. ,Canada,0
pos-MG-14952,Oracle12c,Windows,99,S5,P18037,0,Out of work going home now. Damn lots of girls here in vegas  that was not so hero updates lol,Canada,0
pos-MG-14953,Oracle12c,Windows,99,S5,P18038,0,@wheelyweb better go get my name before somebody else tries to nab it from me ,Canada,0
pos-MG-14954,Oracle12c,Windows,99,S5,P18039,0,@Vic773 headed back home for the summer. but I'll be back in september! going back to school at Columbia. ,Canada,0
pos-MG-14955,Oracle12c,Windows,99,S5,P18040,0,My twitterberry still isn't working.    goodnight twitter.  (funnn nighttt),Canada,0
pos-MG-14956,Oracle12c,Windows,99,S5,P18041,0,"@misswhitemoth LOL. An American proverb eh? Well from my personal experience, it depends on how the cake is baked and eaten ",Canada,0
pos-MG-14957,Oracle12c,Windows,99,S5,P18042,0,@illestnana okay so you got some good basic qualities... cooking and cleaning you get points for dat... ,Canada,0
pos-MG-14958,Oracle12c,Windows,99,S5,P18043,0,dont mind going to work today- dress down day is always good!!.. weekend off too!!... ,Canada,0
pos-MG-14959,Oracle12c,Windows,99,S5,P18044,0,@SpikedEffect morning ,Canada,0
pos-MG-14960,Oracle12c,Windows,99,S5,P18045,0,i miss you alreaddddyyy!! goodnight twitterlaaand! ,Canada,0
pos-MG-14961,Oracle12c,Windows,99,S5,P18046,0,"Up was suprisingly good! I really enjoyed it, though I do have a soft spot for old people ",Canada,0
pos-MG-14962,Oracle12c,Windows,99,S5,P18047,0,"Me and @giolam are buddies since high school, he's a brilliant and talented multi-faceted biker/lawyer hybrid   #followfriday",Canada,0
pos-MG-14963,Oracle12c,Windows,99,S5,P18048,0,I've always wanted to take a @journey2mecca   thanks for the myspace request,Canada,0
pos-MG-14964,Oracle12c,Windows,99,S5,P18049,0,"@vaxen_var no, just a few mins ago  good night, storm chaser...",Canada,0
pos-MG-14965,Oracle12c,Windows,99,S5,P18050,0,@CrypticZinc Well i'm sure the feedback will be interesting ,Canada,0
pos-MG-14966,Oracle12c,Windows,99,S5,P18051,0,"@AlexisMarie23 Good night!  sleep well, hope no one wake you up! ",Canada,0
pos-MG-14967,Oracle12c,Windows,99,S5,P18052,0,"bright sunny day in Jersey, beach later for a bar b q- could be worse! ",Canada,0
pos-MG-14968,Oracle12c,Windows,99,S5,P18053,0,Thing that makes me proud for being my siblings big sis: their musical taste. ,Canada,0
pos-MG-14969,Oracle12c,Windows,99,S5,P18054,0,@rockinrose yep. im a moslem  and you?,Canada,0
pos-MG-14970,Oracle12c,Windows,99,S5,P18055,0,@EmoGiggles Forums should be back in approximately 30 minutes. ,Canada,0
pos-MG-14971,Orcale12c,Ubuntu,99,S3,P6395,1,Me? Givin a damn? Nahhh im too ICE COLD ,Canada,0
pos-MG-14972,Orcale12c,Ubuntu,99,S3,P6397,0,looking forward to a relaxing night ,Canada,0
pos-MG-14973,Orcale12c,Ubuntu,99,S3,P6400,0,@PaulaDauncey No worries  Have a nice day!,Canada,0
pos-MG-14974,Orcale12c,Ubuntu,99,S3,P6401,0,@markhoppus umm give them to ur #1 fans like me ,Canada,0
pos-MG-14975,Orcale12c,Ubuntu,99,S3,P6405,0,"@michaelgrainger is a #followfriday MUST cause he's fun, witty &amp; always has interesting things 2say! Really neat fella! ",Canada,0
pos-MG-14976,Orcale12c,Ubuntu,99,S3,P6406,0,"@iamdiddy I love u I think you are wonderful. A true representation of the focused, ambitious black man ",Canada,0
pos-MG-14977,Orcale12c,Ubuntu,99,S3,P6410,0,@MsBayArea411 np!  nothing but love!!  ,Canada,0
pos-MG-14978,Orcale12c,Ubuntu,99,S3,P6414,0,i was sitting on the floor @ wollies people were looking at me strangly. + im having a raging party this weekend haha that guy was funny ,Canada,0
pos-MG-14979,Orcale12c,Ubuntu,99,S3,P6416,0,Had meeting with timber flooring supplier. Still cracking head on elevations. But at least getting somewhere. Need drinks tonight ,Canada,0
pos-MG-14980,Orcale12c,Ubuntu,99,S3,P6419,0,@rachaelblogs oh hello! I didn't realise yo were on there - fab!  Thanks so much for the shout there xx,Canada,0
pos-MG-14981,Orcale12c,Ubuntu,99,S3,P6431,0,Ctyri dily videoserialu o PKI jsou online na http://it.mstv.cz ,Canada,0
pos-MG-14982,Orcale12c,Ubuntu,99,S3,P6432,0,Watching twilight for the Trillianth time!!!... Still in love though!! And omg just realized EMMET IS SO HOT!!! woah!! ,Canada,0
pos-MG-14983,Orcale12c,Ubuntu,99,S3,P6433,0,@zaccyh i am there. no one else in our crew would understand and/or care ,Canada,0
pos-MG-14984,Orcale12c,Ubuntu,99,S3,P6436,0,What a Boring Early Friday Morning  Have 2 Study + Ustath 7asan :S:S,Canada,0
pos-MG-14985,Orcale12c,Ubuntu,99,S3,P6438,0,"Driving was great today, much unlike my past few lessons. I'm in a good mood now  - http://tweet.sg",Canada,0
pos-MG-14986,Orcale12c,Ubuntu,99,S3,P6440,0,@Catwoman69y2k I  believe it went super fast!   @indigothirdeye is helping us out big time!!!  #everythursdaynight!!!,Canada,0
pos-MG-14987,Orcale12c,Ubuntu,99,S3,P6444,0,Need to go to bed but flubbers on! Haven't seen this movie in ages ,Canada,0
pos-MG-14988,Orcale12c,Ubuntu,99,S3,P6447,0,Excited about going to the tattoo shop tonight ,Canada,0
